etikett,flerbransje,primaernaering,selskaper,forste_dato,siste_dato,selsk_for_som,selsk_etter_som,vintage,metode,standard,kode,kodenavn,kodeniva,kanonisk_sn2007,kanonisk_navn,kanonisk_kilde,naering2,er_bygg_F,er_bygg_kjerne,er_eiendomsutvikling_41_1,manuell_grunn
Dyrking av kjernefrukter og steinfrukter,false,,2,2023-10-24,2024-08-23,2,0,SN2007,T1,SN2007,01.240,Dyrking av kjernefrukter og steinfrukter,5,01.240,Dyrking av kjernefrukter og steinfrukter,direkte SN2007,01,false,false,false,
"Produksjon av kakao, sjokolade og sukkervarer",false,,2,2021-12-06,2024-08-16,2,0,SN2007,T1,SN2007,10.820,"Produksjon av kakao, sjokolade og sukkervarer",5,10.820,"Produksjon av kakao, sjokolade og sukkervarer",direkte SN2007,10,false,false,false,
Avvirkning \n Oppføring av bygninger,true,Avvirkning,2,2025-02-13,2026-07-03,1,1,begge,T1,SN2007,02.200,Avvirkning,5,02.200,Avvirkning,direkte SN2007,02,false,false,false,
"Agenturhandel med maskiner, produksjonsutstyr, båter og luft",false,,2,2024-01-18,2024-05-21,2,0,SN2007,T1,SN2007,46.140,"Agenturhandel med maskiner, produksjonsutstyr, båter og luftfartøyer",5,46.140,"Agenturhandel med maskiner, produksjonsutstyr, båter og luftfartøyer",direkte SN2007,46,false,false,false,
Asylmottakstjenester,false,,2,2025-11-24,2025-12-10,0,2,SN2025,T2,SN2025,87.992,Asylmottakstjenester,5,88.996,Asylmottak,korrespondanse 1:1,88,false,false,false,
Tjenester tilknyttet sjøtransport ellers,false,,2,2020-08-26,2025-02-05,2,0,SN2007,T1,SN2007,52.229,Tjenester tilknyttet sjøtransport ellers,5,52.229,Tjenester tilknyttet sjøtransport ellers,direkte SN2007,52,false,false,false,
Produksjon av kjøkkenmøbler,false,,2,2023-07-13,2024-10-30,2,0,SN2007,T1,SN2007,31.020,Produksjon av kjøkkenmøbler,5,31.020,Produksjon av kjøkkenmøbler,direkte SN2007,31,false,false,false,
"Torghandel med næringsmidler, drikkevarer og tobakksvarer",false,,2,2023-10-31,2024-07-24,2,0,SN2007,T1,SN2007,47.810,"Torghandel med næringsmidler, drikkevarer og tobakksvarer",5,47.810,"Torghandel med næringsmidler, drikkevarer og tobakksvarer",direkte SN2007,47,false,false,false,
Ordinær grunnskoleundervisning,false,,2,2025-08-05,2026-03-06,1,1,begge,T1,SN2007,85.201,Ordinær grunnskoleundervisning,5,85.201,Ordinær grunnskoleundervisning,direkte SN2007,85,false,false,false,
Produksjon av kontor- og butikkmøbler,false,,2,2024-06-18,2024-08-08,2,0,SN2007,T1,SN2007,31.010,Produksjon av kontor- og butikkmøbler,5,31.010,Produksjon av kontor- og butikkmøbler,direkte SN2007,31,false,false,false,
Ortopedi- og fotterapitjenester,false,,2,2025-12-11,2026-06-12,0,2,SN2025,T2,SN2025,86.991,Ortopedi- og fotterapitjenester,5,86.909,Andre helsetjenester,korrespondanse 1:1,86,false,false,false,
Engroshandel med elektriske husholdningsapparater,false,,2,2025-09-29,2025-10-31,0,2,SN2025,T2,SN2025,46.430,Engroshandel med elektriske husholdningsapparater,5,46.431|46.432|46.434|46.435,Engroshandel med elektriske husholdningsapparater og -maskiner | Engroshandel med radio og fjernsyn | Engroshandel med fotoutstyr | Engroshandel med optiske artikler,korrespondanse 1:n,46,false,false,false,
Produksjon av låser og beslag,false,,2,2023-05-25,2025-11-03,1,1,begge,T1,SN2007,25.720,Produksjon av låser og beslag,5,25.720,Produksjon av låser og beslag,direkte SN2007,25,false,false,false,
Installasjon av industrimaskiner og -utstyr,false,,2,2024-04-16,2024-09-03,2,0,SN2007,T1,SN2007,33.200,Installasjon av industrimaskiner og -utstyr,5,33.200,Installasjon av industrimaskiner og -utstyr,direkte SN2007,33,false,false,false,
Dyrking av annen frukt som vokser på trær eller busker samt,false,,2,2024-10-16,2026-07-24,1,1,begge,T1,SN2007,01.250,Dyrking av annen frukt som vokser på trær eller busker samt nøtter,5,01.250,Dyrking av annen frukt som vokser på trær eller busker samt nøtter,direkte SN2007,01,false,false,false,
Aktiviteter i andre interesseorganisasjoner ikke nevnt annet,false,,2,2023-08-29,2024-04-04,2,0,SN2007,T1,SN2007,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted,5,94.991,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted,direkte SN2007,94,false,false,false,
Produksjon av matfisk og skalldyr i ferskvannsbasert fiskeop,false,,2,2023-08-24,2025-03-05,2,0,SN2007,T6,SN2007,03.221,(manuelt tilordnet),5,03.221,(manuelt tilordnet),direkte SN2007,03,false,false,false,"Avkortet ved 60 tegn; ferskvannsparallellen til 03.211, dvs. 03.221 under 03.22 «Ferskvannsbasert akvakultur»."
Andre tjenester tilknyttet undervisning ikke nevnt annet ste,false,,2,2026-06-08,2026-06-26,0,2,SN2025,T2,SN2025,85.699,Andre tjenester tilknyttet undervisning ikke nevnt annet sted,5,85.609,Andre tjenester tilknyttet undervisning,korrespondanse 1:1,85,false,false,false,
"Engroshandel med sukker, sjokolade og sukkervarer",false,,2,2022-11-15,2023-12-29,2,0,SN2007,T1,SN2007,46.360,"Engroshandel med sukker, sjokolade og sukkervarer",5,46.360,"Engroshandel med sukker, sjokolade og sukkervarer",direkte SN2007,46,false,false,false,
Produksjon av metallvarer ikke nevnt annet sted,false,,2,2024-06-14,2024-09-10,2,0,SN2007,T1,SN2007,25.990,Produksjon av metallvarer ikke nevnt annet sted,5,25.990,Produksjon av metallvarer ikke nevnt annet sted,direkte SN2007,25,false,false,false,
Andre støttetjenester for transport,false,,2,2025-11-27,2026-06-26,0,2,SN2025,T2,SN2025,52.260,Andre støttetjenester for transport,5,52.291,Spedisjon,korrespondanse 1:1,52,false,false,false,
Engroshandel med klokker og ur,false,,2,2023-10-16,2024-02-06,2,0,SN2007,T1,SN2007,46.481,Engroshandel med klokker og ur,5,46.481,Engroshandel med klokker og ur,direkte SN2007,46,false,false,false,
Passasjertransport med jernbane,false,,2,2023-11-29,2025-07-28,2,0,SN2007,T1,SN2007,49.100,Passasjertransport med jernbane,5,49.100,Passasjertransport med jernbane,direkte SN2007,49,false,false,false,
Engroshandel med innsatsvarer ellers,false,,2,2025-10-23,2025-12-11,0,2,SN2025,T2,SN2025,46.860,Engroshandel med innsatsvarer ellers,5,46.761|46.769,Engroshandel med papir og papp | Engroshandel med innsatsvarer ikke nevnt annet sted,korrespondanse 1:n,46,false,false,false,
"Drift av hoteller, pensjonater og moteller med restaurant \n Dr",true,"Drift av hoteller, pensjonater og moteller med restaurant",2,2020-07-14,2025-02-25,2,0,SN2007,T1,SN2007,55.101,"Drift av hoteller, pensjonater og moteller med restaurant",5,55.101,"Drift av hoteller, pensjonater og moteller med restaurant",direkte SN2007,55,false,false,false,
Elektrisk installasjonsarbeid \n Rørleggerarbeid,true,Elektrisk installasjonsarbeid,2,2021-09-07,2023-07-05,2,0,SN2007,T1,SN2007,43.210,Elektrisk installasjonsarbeid,5,43.210,Elektrisk installasjonsarbeid,direkte SN2007,43,true,true,false,
Engroshandel med maskinverktøy,false,,2,2025-01-09,2025-05-22,2,0,SN2007,T1,SN2007,46.620,Engroshandel med maskinverktøy,5,46.620,Engroshandel med maskinverktøy,direkte SN2007,46,false,false,false,
Andre kombinerte tjenester tilknyttet eiendomsdrift,false,,2,2023-08-23,2024-08-22,2,0,SN2007,T1,SN2007,81.109,Andre kombinerte tjenester tilknyttet eiendomsdrift,5,81.109,Andre kombinerte tjenester tilknyttet eiendomsdrift,direkte SN2007,81,false,false,false,
Engroshandel med fritidsbåter og -utstyr,false,,2,2023-11-01,2025-03-12,2,0,SN2007,T1,SN2007,46.493,Engroshandel med fritidsbåter og -utstyr,5,46.493,Engroshandel med fritidsbåter og -utstyr,direkte SN2007,46,false,false,false,
Engroshandel med papir og papp,false,,2,2022-09-28,2025-01-07,2,0,SN2007,T1,SN2007,46.761,Engroshandel med papir og papp,5,46.761,Engroshandel med papir og papp,direkte SN2007,46,false,false,false,
Reparasjon av elektrisk utstyr,false,,1,2024-03-06,2024-03-06,1,0,SN2007,T1,SN2007,33.140,Reparasjon av elektrisk utstyr,5,33.140,Reparasjon av elektrisk utstyr,direkte SN2007,33,false,false,false,
Reparasjon av elektronisk og optisk utstyr,false,,1,2023-04-17,2023-04-17,1,0,SN2007,T1,SN2007,33.130,Reparasjon av elektronisk og optisk utstyr,5,33.130,Reparasjon av elektronisk og optisk utstyr,direkte SN2007,33,false,false,false,
"Butikkhandel med fisk, skalldyr og bløtdyr \n Utleie av egen el",true,"Butikkhandel med fisk, skalldyr og bløtdyr",1,2022-12-21,2022-12-21,1,0,SN2007,T1,SN2007,47.230,"Butikkhandel med fisk, skalldyr og bløtdyr",5,47.230,"Butikkhandel med fisk, skalldyr og bløtdyr",direkte SN2007,47,false,false,false,
Reparasjon av skotøy og lærvarer,false,,1,2025-01-03,2025-01-03,1,0,SN2007,T1,SN2007,95.230,Reparasjon av skotøy og lærvarer,5,95.230,Reparasjon av skotøy og lærvarer,direkte SN2007,95,false,false,false,
"Reparasjon av ur, gull- og sølvvarer",false,,1,2023-12-14,2023-12-14,1,0,SN2007,T1,SN2007,95.250,"Reparasjon av ur, gull- og sølvvarer",5,95.250,"Reparasjon av ur, gull- og sølvvarer",direkte SN2007,95,false,false,false,
Reparasjon og vedlikehold av andre transportmidler,false,,1,2024-04-11,2024-04-11,1,0,SN2007,T1,SN2007,33.170,Reparasjon og vedlikehold av andre transportmidler,5,33.170,Reparasjon og vedlikehold av andre transportmidler,direkte SN2007,33,false,false,false,
Reparasjon og vedlikehold av annet utstyr,false,,1,2025-11-13,2025-11-13,0,1,SN2025,T2,SN2025,33.190,Reparasjon og vedlikehold av annet utstyr,5,33.190,Reparasjon av annet utstyr,korrespondanse 1:1,33,false,false,false,
Reparasjon og vedlikehold av elektrisk utstyr,false,,1,2025-12-18,2025-12-18,0,1,SN2025,T2,SN2025,33.140,Reparasjon og vedlikehold av elektrisk utstyr,5,33.140,Reparasjon av elektrisk utstyr,korrespondanse 1:1,33,false,false,false,
Reparasjon og vedlikehold av luftfartøyer og romfartøyer,false,,1,2025-08-21,2025-08-21,1,0,SN2007,T1,SN2007,33.160,Reparasjon og vedlikehold av luftfartøyer og romfartøyer,5,33.160,Reparasjon og vedlikehold av luftfartøyer og romfartøyer,direkte SN2007,33,false,false,false,
Reparasjon og vedlikehold av motorsykler,false,,1,2026-05-26,2026-05-26,0,1,SN2025,T2,SN2025,95.320,Reparasjon og vedlikehold av motorsykler,5,45.403,Vedlikehold og reparasjon av motorsykler,korrespondanse 1:1,45,false,false,false,
Butikkhandel med bredt vareutvalg ellers \n Butikkhandel med in,true,Butikkhandel med bredt vareutvalg ellers,1,2023-02-27,2023-02-27,1,0,SN2007,T1,SN2007,47.190,Butikkhandel med bredt vareutvalg ellers,5,47.190,Butikkhandel med bredt vareutvalg ellers,direkte SN2007,47,false,false,false,
Reparasjon og vedlikehold av sivile skip og båter,false,,1,2025-10-21,2025-10-21,0,1,SN2025,T2,SN2025,33.150,Reparasjon og vedlikehold av sivile skip og båter,5,33.120|33.150,Reparasjon av maskiner | Reparasjon og vedlikehold av skip og båter,korrespondanse 1:n,33,false,false,false,
Revisjon,false,,1,2021-09-10,2021-09-10,1,0,SN2007,T1,SN2007,69.202,Revisjon,5,69.202,Revisjon,direkte SN2007,69,false,false,false,
Butikkhandel med bakervarer og konditorvarer \n Butikkhandel me,true,Butikkhandel med bakervarer og konditorvarer,1,2024-03-21,2024-03-21,1,0,SN2007,T1,SN2007,47.241,Butikkhandel med bakervarer og konditorvarer,5,47.241,Butikkhandel med bakervarer og konditorvarer,direkte SN2007,47,false,false,false,
Rørleggerarbeid \n Engroshandel med rengjøringsmidler,true,Rørleggerarbeid,1,2022-09-12,2022-09-12,1,0,SN2007,T1,SN2007,43.221,Rørleggerarbeid,5,43.221,Rørleggerarbeid,direkte SN2007,43,true,true,false,
Sauehold,false,,1,2024-01-19,2024-01-19,1,0,SN2007,T1,SN2007,01.451,Sauehold,5,01.451,Sauehold,direkte SN2007,01,false,false,false,
Selvstendig kunstnerisk virksomhet ikke nevnt annet sted,false,,1,2025-04-22,2025-04-22,1,0,SN2007,T1,SN2007,90.039,Selvstendig kunstnerisk virksomhet ikke nevnt annet sted,5,90.039,Selvstendig kunstnerisk virksomhet ikke nevnt annet sted,direkte SN2007,90,false,false,false,
Butikkhandel ikke nevnt annet sted \n Varig tilrettelagt arbeid,true,Butikkhandel ikke nevnt annet sted,1,2024-08-02,2024-08-02,1,0,SN2007,T1,SN2007,47.789,Butikkhandel ikke nevnt annet sted,5,47.789,Butikkhandel ikke nevnt annet sted,direkte SN2007,47,false,false,false,
Skadedyrkontroll,false,,1,2023-02-28,2023-02-28,1,0,SN2007,T1,SN2007,81.291,Skadedyrkontroll,5,81.291,Skadedyrkontroll,direkte SN2007,81,false,false,false,
Skapende kunstnerisk virksomhet innenfor komposisjon av musi,false,,1,2025-12-17,2025-12-17,0,1,SN2025,T2,SN2025,90.112,Skapende kunstnerisk virksomhet innenfor komposisjon av musikk,5,90.032,Selvstendig kunstnerisk virksomhet innen musikk,korrespondanse 1:1,90,false,false,false,
Bryting av ikke-jernholdig malm ellers,false,,1,2024-08-16,2024-08-16,1,0,SN2007,T1,SN2007,07.290,Bryting av ikke-jernholdig malm ellers,5,07.290,Bryting av ikke-jernholdig malm ellers,direkte SN2007,07,false,false,false,
"Slakting av fisk, skalldyr og bløtdyr",false,,1,2025-09-05,2025-09-05,0,1,SN2025,T2,SN2025,10.202,"Slakting av fisk, skalldyr og bløtdyr",5,10.209,"Slakting, bearbeiding og konservering av fisk og fiskevarer ellers",korrespondanse 1:1,10,false,false,false,
"Bryting av dekorstein, kalkstein, gips, skifer og annen stei",false,,1,2026-03-16,2026-03-16,0,1,SN2025,T2,SN2025,08.110,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",5,08.111|08.112|08.113,"Bryting av stein til bygge- og anleggsvirksomhet | Bryting av kalkstein, gips og kritt | Bryting av skifer",korrespondanse 1:n,08,false,false,false,
Slepebåter,false,,1,2022-07-13,2022-07-13,1,0,SN2007,T1,SN2007,50.203,Slepebåter,5,50.203,Slepebåter,direkte SN2007,50,false,false,false,
"Smiing, stansing og valsing av metall, og pulvermetallurgi",false,,1,2025-01-22,2025-01-22,1,0,SN2007,T1,SN2007,25.500,"Smiing, stansing og valsing av metall, og pulvermetallurgi",5,25.500,"Smiing, stansing og valsing av metall, og pulvermetallurgi",direkte SN2007,25,false,false,false,
Snekkerarbeid \n Reparasjon og vedlikehold av motorvogner,true,Snekkerarbeid,1,2026-02-18,2026-02-18,0,1,SN2025,T2,SN2025,43.320,Snekkerarbeid,5,43.320|43.390,Snekkerarbeid | Annen ferdiggjøring av bygninger,korrespondanse 1:n,43,true,true,false,
Begravelsesbyråvirksomhet og lignende tjenester,false,,1,2026-07-07,2026-07-07,0,1,SN2025,T2,SN2025,96.300,Begravelsesbyråvirksomhet og lignende tjenester,5,96.030,Begravelsesbyråvirksomhet og drift av kirkegårder og krematorier,korrespondanse 1:1,96,false,false,false,
Sosialtjenester for rusmiddelmisbrukere uten botilbud,false,,1,2025-04-14,2025-04-14,1,0,SN2007,T1,SN2007,88.997,Sosialtjenester for rusmiddelmisbrukere uten botilbud,5,88.997,Sosialtjenester for rusmiddelmisbrukere uten botilbud,direkte SN2007,88,false,false,false,
Bedriftsrådgivning og annen administrativ rådgivning \n Telefon,true,Bedriftsrådgivning og annen administrativ rådgivning,1,2024-09-03,2024-09-03,1,0,SN2007,T1,SN2007,70.220,Bedriftsrådgivning og annen administrativ rådgivning,5,70.220,Bedriftsrådgivning og annen administrativ rådgivning,direkte SN2007,70,false,false,false,
Spesielle holdingselskaper,false,,1,2024-10-07,2024-10-07,1,0,SN2007,T1,SN2007,64.202,Spesielle holdingselskaper,5,64.202,Spesielle holdingselskaper,direkte SN2007,64,false,false,false,
Stukkatørarbeid og pussing,false,,1,2024-03-01,2024-03-01,1,0,SN2007,T1,SN2007,43.310,Stukkatørarbeid og pussing,5,43.310,Stukkatørarbeid og pussing,direkte SN2007,43,true,true,false,
Svinehold,false,,1,2023-10-04,2023-10-04,1,0,SN2007,T1,SN2007,01.460,Svinehold,5,01.460,Svinehold,direkte SN2007,01,false,false,false,
Avvirkning \n Utleie av egen eller leid fast eiendom ellers,true,Avvirkning,1,2020-05-22,2020-05-22,1,0,SN2007,T1,SN2007,02.200,Avvirkning,5,02.200,Avvirkning,direkte SN2007,02,false,false,false,
Telefonvakttjenester,false,,1,2024-03-21,2024-03-21,1,0,SN2007,T1,SN2007,82.201,Telefonvakttjenester,5,82.201,Telefonvakttjenester,direkte SN2007,82,false,false,false,
Tjenester i seniorsentre,false,,1,2026-08-11,2026-08-11,0,1,SN2025,T2,SN2025,88.103,Tjenester i seniorsentre,5,88.103,Eldresentre,korrespondanse 1:1,88,false,false,false,
"Agenturhandel med møbler, husholdningsvarer og jernvarer",false,,1,2023-12-05,2023-12-05,1,0,SN2007,T1,SN2007,46.150,"Agenturhandel med møbler, husholdningsvarer og jernvarer",5,46.150,"Agenturhandel med møbler, husholdningsvarer og jernvarer",direkte SN2007,46,false,false,false,
Avlastningsboliger/-institusjoner,false,,1,2022-12-01,2022-12-01,1,0,SN2007,T1,SN2007,87.304,Avlastningsboliger/-institusjoner,5,87.304,Avlastningsboliger/-institusjoner,direkte SN2007,87,false,false,false,
Asylmottak,false,,1,2024-12-06,2024-12-06,1,0,SN2007,T1,SN2007,88.996,Asylmottak,5,88.996,Asylmottak,direkte SN2007,88,false,false,false,
Tjenester tilknyttet skogbruk \n Oppføring av bygninger,true,Tjenester tilknyttet skogbruk,1,2023-06-13,2023-06-13,1,0,SN2007,T1,SN2007,02.400,Tjenester tilknyttet skogbruk,5,02.400,Tjenester tilknyttet skogbruk,direkte SN2007,02,false,false,false,
Arkitekttjenester vedrørende byggverk \n Byggeteknisk konsulent,true,Arkitekttjenester vedrørende byggverk,1,2024-05-13,2024-05-13,1,0,SN2007,T1,SN2007,71.112,Arkitekttjenester vedrørende byggverk,5,71.112,Arkitekttjenester vedrørende byggverk,direkte SN2007,71,false,false,false,
Arbeidstrening for ordinært arbeidsmarked,false,,1,2025-01-28,2025-01-28,1,0,SN2007,T1,SN2007,88.993,Arbeidstrening for ordinært arbeidsmarked,5,88.993,Arbeidstrening for ordinært arbeidsmarked,direkte SN2007,88,false,false,false,
Transportformidling ellers,false,,1,2023-10-13,2023-10-13,1,0,SN2007,T1,SN2007,52.299,Transportformidling ellers,5,52.299,Transportformidling ellers,direkte SN2007,52,false,false,false,
Annet fjørfehold,false,,1,2022-09-30,2022-09-30,1,0,SN2007,T1,SN2007,01.479,Annet fjørfehold,5,01.479,Annet fjørfehold,direkte SN2007,01,false,false,false,
Engroshandel med skipsutstyr og fiskeredskap,false,,1,2025-08-21,2025-08-21,1,0,SN2007,T1,SN2007,46.692,Engroshandel med skipsutstyr og fiskeredskap,5,46.692,Engroshandel med skipsutstyr og fiskeredskap,direkte SN2007,46,false,false,false,
Annen teknisk konsulentvirksomhet \n Utleie av arbeidskraft,true,Annen teknisk konsulentvirksomhet,1,2020-06-09,2020-06-09,1,0,SN2007,T1,SN2007,71.129,Annen teknisk konsulentvirksomhet,5,71.129,Annen teknisk konsulentvirksomhet,direkte SN2007,71,false,false,false,
Trykking ellers \n Bokbinding og tilknyttede tjenester,true,Trykking ellers,1,2026-06-19,2026-06-19,0,1,SN2025,T2,SN2025,18.120,Trykking ellers,5,18.120|74.200|82.190,"Trykking ellers | Fotografvirksomhet | Fotokopiering, forberedelse av dokumenter og andre spesialiserte kontortjenester",korrespondanse 1:n,18|74|82,false,false,false,
Trykking ellers \n Kontortjenester,true,Trykking ellers,1,2026-06-19,2026-06-19,0,1,SN2025,T2,SN2025,18.120,Trykking ellers,5,18.120|74.200|82.190,"Trykking ellers | Fotografvirksomhet | Fotokopiering, forberedelse av dokumenter og andre spesialiserte kontortjenester",korrespondanse 1:n,18|74|82,false,false,false,
Turistkontorvirksomhet og destinasjonsselskaper,false,,1,2024-11-20,2024-11-20,1,0,SN2007,T1,SN2007,79.901,Turistkontorvirksomhet og destinasjonsselskaper,5,79.901,Turistkontorvirksomhet og destinasjonsselskaper,direkte SN2007,79,false,false,false,
Annen spesialisert bygge- og anleggsvirksomhet \n Utleie og lea,true,Annen spesialisert bygge- og anleggsvirksomhet,1,2023-02-07,2023-02-07,1,0,SN2007,T1,SN2007,43.990,Annen spesialisert bygge- og anleggsvirksomhet,5,43.990,Annen spesialisert bygge- og anleggsvirksomhet,direkte SN2007,43,true,true,false,
Undervisning innenfor kort høyere yrkesfaglig utdanning \n Anne,true,Undervisning innenfor kort høyere yrkesfaglig utdanning,1,2026-01-05,2026-01-05,0,1,SN2025,T2,SN2025,85.330,Undervisning innenfor kort høyere yrkesfaglig utdanning,5,85.410,Undervisning ved fagskoler,korrespondanse 1:1,85,false,false,false,
